"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",99,"E"
"CHN","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",99,"E"
"CHN","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",99,"E"
"CHN","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",99,"E"
"CHN","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",99,"E"
"CHN","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",99,"E"
"CHN","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",99,"E"
"CHN","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",99,"E"
"CHN","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",99,"E"
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1980",84,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1981",82,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1982",80,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1983",82,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1984",82,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1985",84,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1986",88,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1990",67,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1991",71,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1992",70,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1993",71,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1994",77,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1995",82,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1996",87,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1997",87,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1998",88,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","1999",91,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2000",93,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2001",94,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2002",94,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2003",94,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2004",94,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2005",95.9,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2006",95,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2007",95,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2008",95,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2009",95.3,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2010",93.7,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2011",93.4,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2012",94.2,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2013",93.6,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2014",93.3,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2015",93.2,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2016",93.2,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2017",92.8,
"EST","CHILDVACCIN","DTP","PC_CHILD","A","2018",91.9,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1980",74,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1981",70,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1982",68,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",68,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",73,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",82,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",84,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",82,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",78,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",75,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",74,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",76,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",81,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",86,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",88,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",89,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",92,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",93,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",95,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",95,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",95,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",96,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",96,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",96,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",96,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",95,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",95,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",95,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",94,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",94,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",94,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",93,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",93,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",93,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",93,
"EST","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",87,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1980",53,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1981",58,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1982",74,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1983",78,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1984",87,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1985",99,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1986",85,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1987",97,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1988",93,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1989",99,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1990",99,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1991",90,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1992",90,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1993",93,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1994",95,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1995",91,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1996",92,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1997",93,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1998",90,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","1999",59,
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2000",58,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2001",59,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2002",59,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2003",61,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2004",63,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2005",65,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2006",65,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2007",64,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2008",70,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2009",74,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2010",79,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2011",82,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2012",82,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2013",83,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2014",85,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2015",87,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2016",88,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2017",89,"E"
"IND","CHILDVACCIN","DTP","PC_CHILD","A","2018",89,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",1,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",68,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",90,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",79,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",83,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",91,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",85,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",86,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",89,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",87,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",83,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",83,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",81,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",66,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",56,
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",56,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",57,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",56,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",60,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",64,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",68,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",69,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",70,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",72,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",78,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",82,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",84,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",83,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",83,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",85,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",87,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",88,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",90,"E"
"IND","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",90,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1981",1,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1982",1,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1983",6,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1984",13,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1985",27,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1986",47,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1987",64,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1988",71,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1989",75,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1990",88,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1991",91,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1992",93,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1993",91,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1994",92,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1995",92,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1996",91,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1997",90,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1998",92,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","1999",88,
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2000",75,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2001",76,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2002",70,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2003",71,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2004",71,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2005",72,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2006",72,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2007",73,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2008",77,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2009",78,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2010",81,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2011",81,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2012",83,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2013",85,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2014",78,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2015",78,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2016",79,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2017",79,"E"
"IDN","CHILDVACCIN","DTP","PC_CHILD","A","2018",79,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",6,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",13,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",26,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",45,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",57,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",64,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",68,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",85,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",89,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",90,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",89,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",92,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",82,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",92,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",93,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",91,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",88,
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",76,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",76,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",72,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",74,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",76,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",77,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",79,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",76,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",76,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",74,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",78,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",80,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",82,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",81,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",75,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",75,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",76,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",75,"E"
"IDN","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",75,"E"
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1980",84,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1981",91,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1982",92,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1983",89,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1984",87,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1985",85,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1986",92,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1987",92,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1988",92,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1989",92,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1990",93,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1991",94,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1992",95,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1993",96,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1994",95,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1995",96,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1996",94,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1997",95,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1998",96,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","1999",96,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2000",96,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2001",95,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2002",97,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2003",95,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2004",95,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2005",93,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2006",95,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2007",95,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2008",94,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2009",96,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2010",95,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2011",94,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2012",94,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2013",96,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2014",95,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2015",95,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2016",94,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2017",98,
"ISR","CHILDVACCIN","DTP","PC_CHILD","A","2018",97.6,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1980",81,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1981",83,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1982",88,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",85,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",85,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",85,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",88,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",88,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",86,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",88,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",91,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",94,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",94,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",92,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",92,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",93,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",96,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",97,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",97,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",97,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",97,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",96,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",98,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",95,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",97,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",94,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",96,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",97,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",98,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",97,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",96,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",97,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",96,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",98,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",97,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",98,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",97,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",98,
"ISR","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",98,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1986",60,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1987",58,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1988",50,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1989",60,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1990",69,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1991",69,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1992",73,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1993",79,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1994",88,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1995",78,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1996",84,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1997",88,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1998",91,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","1999",95,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2000",96,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2001",95.8,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2002",95.6,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2003",96.3,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2004",97.4,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2005",98,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2006",99,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2007",98,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2008",98,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2009",97.5,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2010",97,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2011",97.2,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2012",97.3,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2013",97.3,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2014",96.5,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2015",97,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2016",97,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2017",97,
"RUS","CHILDVACCIN","DTP","PC_CHILD","A","2018",96.9,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",76,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",92,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",89,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",82,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",81,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",79,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",83,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",88,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",81,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",85,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",89,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",91,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",94,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",97,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",97,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",98,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",98,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",97,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",98,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",99,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",99,"E"
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",99,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",99,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",99,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",98,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",98,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",98,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",98,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",98,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",98,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",98,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",98,
"RUS","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",98,
"SVN","CHILDVACCIN","DTP","PC_CHILD","A","1991",98,
"SVN","CHILDVACCIN","DTP","PC_CHILD","A","1992",98,
"SVN","CHILDVACCIN","DTP","PC_CHILD","A","1993",98,
"SVN","CHILDVACCIN","DTP","PC_CHILD","A","1994",98,
"SVN","CHILDVACCIN","DTP","PC_CHILD","A","1995",98,
"SVN","CHILDVACCIN","DTP","PC_CHILD","A","1996",98,
"SVN","CHILDVACCIN","DTP","PC_CHILD","A","1997",94,
"SVN","CHILDVACCIN","DTP","PC_CHILD","A","1998",91,
"SVN","CHILDVACCIN","DTP","PC_CHILD","A","1999",92,
"SVN","CHILDVACCIN","DTP","PC_CHILD","A","2000",91,
"SVN","CHILDVACCIN","DTP","PC_CHILD","A","2001",92.3,
